SCA=2; Detector=400;,0329; Lon=-87.961759,7602; Lon=-87.966735,3004; Lon=-87.976343,1129; Lon=-87.980982,8404; Lon=-87.985943,3800; Lon=-87.995534,1075; Lon=-88.000489,8348; Lon=-88.005445,4592; Lon=-88.014687,9139; Lon=-88.024582,1865; Lon=-88.019635,6230; Lon=-88.033481,1804; Lon=-88.039085,9076; Lon=-88.044027,7014; Lon=-88.052590,1739; Lon=-88.058514,9859; Lon=-88.063122,7797; Lon=-88.071670,9792; Lon=-88.082509,1673; Lon=-88.077912,9424; Lon=-88.090388,2451; Lon=-88.096946,0571; Lon=-88.101533,0201; Lon=-88.109398,2377; Lon=-88.116276,0495; Lon=-88.120855,0972; Lon=-88.128376,1263; Lon=-88.139811,3146; Lon=-88.135239,2591; Lon=-88.146993,3917; Lon=-88.154172,1183; Lon=-88.159065,3359; Lon=-88.165910,3838; Lon=-88.173403,1104; Lon=-88.178290,4128; Lon=-88.184801,1875; Lon=-88.197168,4610; Lon=-88.192288,5745; Lon=-88.203347,4525; Lon=-88.211474,2641; Lon=-88.216024,6511; Lon=-88.222194,4442; Lon=-88.230630,2556; Lon=-88.235168,7274; Lon=-88.241001,3311; Lon=-88.253945,5198; Lon=-88.249414,8878; Lon=-88.259441,5103; Lon=-88.268495,3216; Lon=-88.273021,9633; Lon=-88.278192,5861; Lon=-88.287240,3126; Lon=-88.292086,0392; Lon=-88.296930,6623; Lon=-88.305957,1999; Lon=-88.315300,7374; Lon=-88.324636,3788; Lon=-88.329781,1899; Lon=-88.334285,8121; Lon=-88.343287,4533; Lon=-88.348427,2645; Lon=-88.352924,9715; Lon=-88.361590,2542; Lon=-88.371854,4432; Lon=-88.367365,0458; Lon=-88.380189,5170; Lon=-88.385956,2433; Lon=-88.390759,1199; Lon=-88.398764,5060; Lon=-88.404844,3169; Lon=-88.409323,8728; Lon=-88.414759
0.3436185121536255,8.281616210937500,8.263741493225098,8.263741493225098,8.281616210937500,7.995621204376221,7.852623462677002,7.852623462677002,7.995621204376221,7.370006084442139,7.584502220153809,7.370006084442139,7.584502220153809,8.138618469238281,8.120743751525879,8.120743751525879,8.120743751525879,8.245866775512695,8.192242622375488,8.174367904663086,8.192242622375488,8.174367904663086,8.067119598388672,8.067119598388672,8.067119598388672,8.067119598388672,8.174367904663086,8.138618469238281,8.174367904663086,8.138618469238281,8.317365646362305,8.299491882324219,8.317365646362305,8.317365646362305,8.210117340087891,8.210117340087891,8.210117340087891,8.156494140625000,8.210117340087891,8.049244880676270,8.049244880676270,8.084995269775391,8.084995269775391,8.013495445251465,7.995621204376221,7.995621204376221,7.977746486663818,7.995621204376221,7.691751003265381,7.691751003265381,7.691751003265381,8.013495445251465,7.995621204376221,8.013495445251465,8.013495445251465,8.049244880676270,8.049244880676270,8.049244880676270,7.995621204376221,8.013495445251465,7.995621204376221,7.995621204376221,8.013495445251465,7.888372421264648,7.977746486663818,7.888372421264648,7.977746486663818,7.924122333526611,7.995621204376221,7.995621204376221,7.995621204376221,7.084010601043701,7.387880802154541
0.6299672722816467,8.210117340087891,8.210117340087891,8.210117340087891,8.102869033813477,7.530878543853760,7.530878543853760,7.530878543853760,7.352130889892578,8.210117340087891,7.941996574401856,8.210117340087891,7.941996574401856,8.067119598388672,8.138618469238281,8.138618469238281,8.138618469238281,8.192242622375488,8.120743751525879,8.084995269775391,8.120743751525879,8.084995269775391,8.227993011474609,8.192242622375488,8.192242622375488,8.227993011474609,8.227993011474609,8.227993011474609,8.156494140625000,8.227993011474609,8.263741493225098,8.263741493225098,8.281616210937500,8.281616210937500,8.245866775512695,8.227993011474609,8.227993011474609,8.227993011474609,8.227993011474609,7.870497703552246,7.870497703552246,7.977746486663818,7.977746486663818,8.049244880676270,8.031370162963867,8.031370162963867,7.924122333526611,8.031370162963867,7.924122333526611,7.924122333526611,7.924122333526611,7.977746486663818,7.977746486663818,7.995621204376221,7.995621204376221,7.906247615814209,7.959871292114258,7.959871292114258,7.941996574401856,7.852623462677002,7.852623462677002,7.852623462677002,7.852623462677002,7.906247615814209,7.888372421264648,7.906247615814209,7.888372421264648,7.924122333526611,7.888372421264648,7.888372421264648,7.656001091003418,7.513003349304199,7.656001091003418
0.4581580162048340,8.263741493225098,8.263741493225098,8.263741493225098,8.227993011474609,8.192242622375488,8.192242622375488,8.192242622375488,8.192242622375488,8.442488670349121,8.406739234924316,8.442488670349121,8.442488670349121,8.245866775512695,8.138618469238281,8.138618469238281,8.281616210937500,8.263741493225098,8.263741493225098,8.245866775512695,8.263741493225098,8.210117340087891,8.210117340087891,8.210117340087891,8.210117340087891,8.335240364074707,8.335240364074707,8.335240364074707,8.299491882324219,8.335240364074707,8.317365646362305,8.317365646362305,8.281616210937500,8.281616210937500,8.299491882324219,8.281616210937500,8.281616210937500,8.084995269775391,8.084995269775391,8.084995269775391,8.084995269775391,7.924122333526611,7.977746486663818,7.977746486663818,8.067119598388672,8.067119598388672,8.084995269775391,8.049244880676270,8.084995269775391,8.084995269775391,8.013495445251465,7.959871292114258,7.959871292114258,7.977746486663818,7.977746486663818,7.888372421264648,7.870497703552246,7.941996574401856,7.977746486663818,7.941996574401856,7.941996574401856,8.049244880676270,8.067119598388672,8.067119598388672,7.977746486663818,8.067119598388672,7.977746486663818,7.977746486663818,7.906247615814209,7.906247615814209,7.852623462677002,7.781124591827393,7.781124591827393
0.9163160324096680,8.281616210937500,8.281616210937500,8.335240364074707,8.353115081787109,8.353115081787109,8.353115081787109,8.245866775512695,8.353115081787109,8.353115081787109,8.442488670349121,8.353115081787109,8.370990753173828,8.370990753173828,8.245866775512695,8.245866775512695,8.299491882324219,8.281616210937500,8.281616210937500,8.227993011474609,8.299491882324219,8.227993011474609,8.227993011474609,8.210117340087891,8.317365646362305,8.317365646362305,8.335240364074707,8.335240364074707,8.299491882324219,8.299491882324219,8.299491882324219,8.299491882324219,8.317365646362305,8.317365646362305,8.317365646362305,8.299491882324219,8.299491882324219,8.174367904663086,8.174367904663086,8.174367904663086,8.174367904663086,7.977746486663818,7.977746486663818,7.977746486663818,7.977746486663818,8.049244880676270,8.049244880676270,8.049244880676270,8.049244880676270,7.977746486663818,7.995621204376221,7.995621204376221,7.995621204376221,7.959871292114258,7.941996574401856,7.941996574401856,7.888372421264648,8.049244880676270,8.049244880676270,7.977746486663818,7.977746486663818,7.977746486663818,8.049244880676270,8.049244880676270,8.013495445251465,8.013495445251465,8.013495445251465,8.013495445251465,7.977746486663818,7.870497703552246,7.870497703552246,7.852623462677002,7.852623462677002
0.5154277682304382,8.299491882324219,8.299491882324219,8.388864517211914,8.335240364074707,8.335240364074707,8.335240364074707,8.299491882324219,8.227993011474609,8.227993011474609,8.227993011474609,8.227993011474609,7.995621204376221,7.995621204376221,8.227993011474609,8.245866775512695,8.245866775512695,8.245866775512695,8.245866775512695,8.281616210937500,8.227993011474609,8.281616210937500,8.281616210937500,8.281616210937500,8.335240364074707,8.335240364074707,8.317365646362305,8.317365646362305,8.317365646362305,8.299491882324219,8.317365646362305,8.317365646362305,8.317365646362305,8.281616210937500,8.281616210937500,8.317365646362305,8.138618469238281,8.138618469238281,8.120743751525879,8.138618469238281,8.245866775512695,8.227993011474609,8.227993011474609,8.227993011474609,8.156494140625000,8.031370162963867,8.049244880676270,8.031370162963867,8.049244880676270,7.977746486663818,7.834748744964600,7.834748744964600,7.834748744964600,7.906247615814209,8.031370162963867,8.031370162963867,8.013495445251465,7.995621204376221,7.995621204376221,8.013495445251465,7.959871292114258,7.959871292114258,7.906247615814209,7.906247615814209,7.816873550415039,7.870497703552246,7.816873550415039,7.816873550415039,7.816873550415039,7.798998832702637,7.798998832702637,7.763249874114990,7.763249874114990
0.3436185121536255,8.084995269775391,8.192242622375488,8.192242622375488,8.317365646362305,8.317365646362305,8.281616210937500,8.281616210937500,8.299491882324219,8.299491882324219,8.210117340087891,8.227993011474609,8.210117340087891,8.210117340087891,8.049244880676270,8.227993011474609,8.227993011474609,8.227993011474609,8.227993011474609,8.084995269775391,7.941996574401856,8.084995269775391,8.084995269775391,8.084995269775391,8.335240364074707,8.335240364074707,8.335240364074707,8.281616210937500,8.281616210937500,8.281616210937500,8.281616210937500,8.227993011474609,8.281616210937500,8.281616210937500,8.281616210937500,8.281616210937500,7.995621204376221,8.102869033813477,7.995621204376221,8.102869033813477,8.120743751525879,8.210117340087891,8.210117340087891,8.210117340087891,8.210117340087891,8.192242622375488,8.067119598388672,8.192242622375488,8.084995269775391,8.084995269775391,8.084995269775391,8.084995269775391,8.084995269775391,8.067119598388672,8.067119598388672,8.067119598388672,8.013495445251465,8.013495445251465,8.013495445251465,7.995621204376221,8.067119598388672,8.067119598388672,8.013495445251465,8.013495445251465,7.924122333526611,7.941996574401856,7.924122333526611,7.924122333526611,7.888372421264648,7.888372421264648,7.888372421264648,7.870497703552246,7.459379673004150
0.5726975202560425,7.959871292114258,8.174367904663086,8.174367904663086,8.210117340087891,8.174367904663086,8.120743751525879,8.120743751525879,8.174367904663086,8.120743751525879,8.227993011474609,8.156494140625000,8.227993011474609,8.156494140625000,8.227993011474609,8.210117340087891,8.210117340087891,8.245866775512695,8.210117340087891,8.102869033813477,8.227993011474609,8.102869033813477,8.317365646362305,8.335240364074707,8.335240364074707,8.335240364074707,8.335240364074707,8.317365646362305,8.317365646362305,8.317365646362305,8.317365646362305,8.174367904663086,8.138618469238281,8.138618469238281,8.138618469238281,8.192242622375488,8.067119598388672,8.049244880676270,8.067119598388672,8.067119598388672,8.156494140625000,8.013495445251465,8.013495445251465,8.156494140625000,8.120743751525879,8.120743751525879,8.156494140625000,8.120743751525879,8.138618469238281,8.138618469238281,8.156494140625000,8.156494140625000,7.906247615814209,7.959871292114258,7.959871292114258,7.959871292114258,7.888372421264648,7.888372421264648,7.888372421264648,7.888372421264648,7.870497703552246,7.870497703552246,7.941996574401856,7.781124591827393,7.798998832702637,7.781124591827393,7.798998832702637,7.798998832702637,7.798998832702637,7.798998832702637,7.798998832702637,7.834748744964600,7.548753261566162
0.1145395040512085,7.959871292114258,8.245866775512695,8.245866775512695,8.227993011474609,8.174367904663086,8.174367904663086,8.174367904663086,8.156494140625000,8.210117340087891,8.138618469238281,8.210117340087891,8.138618469238281,8.192242622375488,8.192242622375488,8.192242622375488,8.192242622375488,8.192242622375488,8.245866775512695,8.227993011474609,8.245866775512695,8.227993011474609,8.299491882324219,8.335240364074707,8.335240364074707,8.335240364074707,8.335240364074707,8.335240364074707,8.335240364074707,8.335240364074707,8.335240364074707,8.299491882324219,8.263741493225098,8.263741493225098,8.210117340087891,8.227993011474609,8.227993011474609,8.156494140625000,8.227993011474609,8.138618469238281,8.138618469238281,8.156494140625000,8.156494140625000,8.192242622375488,8.156494140625000,8.156494140625000,8.120743751525879,8.156494140625000,8.138618469238281,8.138618469238281,8.156494140625000,8.138618469238281,8.049244880676270,7.941996574401856,7.941996574401856,7.977746486663818,7.852623462677002,7.852623462677002,7.834748744964600,7.763249874114990,7.763249874114990,7.763249874114990,7.798998832702637,7.763249874114990,7.781124591827393,7.763249874114990,7.781124591827393,7.745375156402588,7.763249874114990,7.763249874114990,7.763249874114990,7.656001091003418,7.656001091003418
0.05714989081025124,8.281616210937500,8.281616210937500,8.299491882324219,8.227993011474609,8.227993011474609,8.227993011474609,8.317365646362305,8.335240364074707,8.335240364074707,8.281616210937500,8.335240364074707,8.263741493225098,8.263741493225098,8.281616210937500,8.245866775512695,8.281616210937500,8.245866775512695,8.245866775512695,8.120743751525879,8.174367904663086,8.174367904663086,8.174367904663086,8.120743751525879,8.120743751525879,8.102869033813477,8.120743751525879,8.120743751525879,8.210117340087891,8.210117340087891,8.210117340087891,8.210117340087891,8.227993011474609,8.156494140625000,8.156494140625000,8.210117340087891,8.102869033813477,8.102869033813477,8.138618469238281,8.102869033813477,8.084995269775391,8.084995269775391,8.084995269775391,8.084995269775391,8.084995269775391,8.031370162963867,8.031370162963867,7.995621204376221,8.031370162963867,7.959871292114258,7.995621204376221,7.959871292114258,7.959871292114258,7.995621204376221,8.227993011474609,8.138618469238281,8.442488670349121,8.370990753173828,8.370990753173828,8.442488670349121,8.388864517211914,8.424613952636719,8.388864517211914,8.388864517211914,8.049244880676270,7.906247615814209,7.906247615814209,7.906247615814209,8.049244880676270,7.084010601043701,7.155509471893311,7.084010601043701,7.084010601043701
0.1714496761560440,8.317365646362305,8.335240364074707,8.335240364074707,8.299491882324219,8.299491882324219,8.335240364074707,8.335240364074707,8.317365646362305,8.317365646362305,8.245866775512695,8.227993011474609,8.245866775512695,8.245866775512695,8.263741493225098,8.281616210937500,8.281616210937500,8.281616210937500,8.281616210937500,8.227993011474609,8.227993011474609,8.227993011474609,8.227993011474609,8.102869033813477,8.120743751525879,8.120743751525879,8.102869033813477,8.227993011474609,8.227993011474609,8.227993011474609,8.227993011474609,8.156494140625000,8.156494140625000,8.156494140625000,8.156494140625000,8.156494140625000,8.156494140625000,8.138618469238281,8.156494140625000,8.138618469238281,7.941996574401856,7.995621204376221,7.995621204376221,7.995621204376221,7.995621204376221,7.941996574401856,7.995621204376221,7.941996574401856,7.995621204376221,8.031370162963867,7.995621204376221,7.995621204376221,8.084995269775391,8.138618469238281,8.084995269775391,8.084995269775391,8.370990753173828,8.263741493225098,8.263741493225098,8.370990753173828,8.424613952636719,8.388864517211914,8.424613952636719,7.852623462677002,7.852623462677002,7.781124591827393,7.852623462677002,7.084010601043701,7.155509471893311,7.084010601043701,7.084010601043701,7.155509471893311,6.815890312194824
